Sl. No,Field Name,Field Type,Example
18,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069.jpg
19,brand_name,string,Loewe
20,product_name,string,Lago shearling ankle boots
21,product_price,string,€ 800
22,product_id,string,P00956069
23,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45']"
24,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c1/P00956069_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c1/P00956069_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/13/P00956080.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/7e/P00956111.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
25,breadcrumbs,list,"['Men', 'Designers', 'George Cleverley', 'Shoes', 'Loafers']"
25,breadcrumbs,list,"['Men', 'Designers', 'Loewe', 'Shoes', 'Boots', 'Lace up boots']"
25,breadcrumbs,list,"['Men', 'Designers', 'Common Projects', 'Shoes', 'Loafers']"
26,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652.jpg
27,brand_name,string,George Cleverley
28,product_name,string,Colony croc-effect leather loafers
29,product_price,string,€ 630
30,product_id,string,P00964652
31,Sizes,list,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']"
32,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c4/P00964652_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
34,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068.jpg
35,brand_name,string,Loewe
36,product_name,string,Lago shearling lace-up boots
37,product_price,string,€ 800
38,product_id,string,P00956068
39,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45']"
40,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/78/P00956068_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/78/P00956068_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/13/P00956080.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a2/P00962233.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/7e/P00956111.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
42,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903.jpg
43,brand_name,string,Common Projects
44,product_name,string,City leather loafers
45,product_price,string,€ 515
46,product_id,string,P00951903
47,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
48,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/26/P00951903_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/26/P00951903_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/03/P00942085.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/0b/P00951782.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
49,breadcrumbs,list,"['Men', 'Designers', 'Acne Studios', 'Shoes', 'Loafers']"
50,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995.jpg
51,brand_name,string,Acne Studios
52,product_name,string,Leather loafers
53,product_price,string,€ 495
54,product_id,string,P00941995
55,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
56,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/8b/P00941995_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8b/P00941995_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/10/P00941853.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/51/P00941846.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
57,breadcrumbs,list,"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']"
58,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489.jpg
59,brand_name,string,Balenciaga
60,product_name,string,Runner sneakers
61,product_price,string,€ 925
62,product_id,string,P00636489
63,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
64,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/80/P00636489_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
65,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Sneakers', 'Low-Top']"
66,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682.jpg
67,brand_name,string,Bottega Veneta
68,product_name,string,Orbit sneakers
69,product_price,string,€ 800
70,product_id,string,P00979682
71,Sizes,list,"['EU 38', 'EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
72,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f8/P00979682_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f8/P00979682_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/48/P00979677.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/04/P00979666.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
73,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']"
74,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314.jpg
75,brand_name,string,Christian Louboutin
76,product_name,string,Astroloubi leather sneakers
77,product_price,string,€ 715
78,product_id,string,P00950314
79,Sizes,list,"['EU 39', 'EU 40', 'EU 40.5', 'EU 41', 'EU 41.5', 'EU 42', 'EU 42.5', 'EU 43', 'EU 43.5', 'EU 44', 'EU 44.5', 'EU 45', 'EU 45.5', 'EU 46', 'EU 47']"
80,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/31/P00950314_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/31/P00950314_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c8/P00949360.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
81,breadcrumbs,list,"['Men', 'Designers', 'Amiri', 'Shoes', 'Sneakers', 'Low-Top']"
82,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640.jpg
83,brand_name,string,Amiri
84,product_name,string,Leopard Skel Top Low leather sneakers
85,product_price,string,€ 620
86,product_id,string,P00960640
87,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
88,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/95/P00960640_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/95/P00960640_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/5d/P00951736.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/95/P00960640.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
89,breadcrumbs,list,"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sneakers', 'Low-Top']"
90,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294.jpg
91,brand_name,string,Valentino Garavani
92,product_name,string,Easyjog VLogo sneakers
93,product_price,string,€ 715
94,product_id,string,P00939294
95,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
96,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ec/P00939294_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/ec/P00939294_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/df/P00939142.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/65/P00939138.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/1b/P00939148.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
97,breadcrumbs,list,"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sneakers', 'Designer sneakers']"
98,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9c/P00626961.jpg
99,brand_name,string,Valentino Garavani
100,product_name,string,Rockrunner sneakers
101,product_price,string,€ 495
102,product_id,string,P00626961
